title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type,text,is_geopolitical,is_financial,confidence_score_%
"Citing fallout from the Iran war, IMF cuts the outlook for global growth and expects higher inflation",Adn,2026-04-14 22:53:29,"Citing fallout from the Iran war, IMF cuts the outlook for global growth and expects higher inflation",Positive,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,"Citing fallout from the Iran war, IMF cuts the outlook for global growth and expects higher inflation Citing fallout from the Iran war, IMF cuts the outlook for global growth and expects higher inflation",True,True,91.43
Defensive S-Reits emerge as analysts’ top picks amid macro jitters,The Business Times,2026-04-14 23:00:00,Defensive S-Reits emerge as analysts’ top picks amid macro jitters,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Defensive S-Reits emerge as analysts’ top picks amid macro jitters Defensive S-Reits emerge as analysts’ top picks amid macro jitters,True,True,91.8
Red Deer residential tax rates to go up 5.49%,Red Deer Advocate,2026-04-14 23:00:00,Red Deer residential tax rates to go up 5.49%,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Red Deer residential tax rates to go up 5.49% Red Deer residential tax rates to go up 5.49%,True,True,94.01
"dLocal and National Exchange Partner to Power Remittance Payouts Across Africa, APAC, and Latin America",Fintech Finance,2026-04-14 23:00:00,"dLocal and National Exchange Partner to Power Remittance Payouts Across Africa, APAC, and Latin America",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"dLocal and National Exchange Partner to Power Remittance Payouts Across Africa, APAC, and Latin America dLocal and National Exchange Partner to Power Remittance Payouts Across Africa, APAC, and Latin America",True,True,93.94
Lincoln skating community celebrates new skate park at soon-to-be Canopy Yard,Lincoln Journal Star,2026-04-14 23:00:00,Lincoln skating community celebrates new skate park at soon-to-be Canopy Yard,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Lincoln skating community celebrates new skate park at soon-to-be Canopy Yard Lincoln skating community celebrates new skate park at soon-to-be Canopy Yard,True,True,91.99
"Women’s quota: Govt for House at 850, delimitation on 2011 Census",The Indian Express,2026-04-14 22:59:37,"Women’s quota: Govt for House at 850, delimitation on 2011 Census",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Women’s quota: Govt for House at 850, delimitation on 2011 Census Women’s quota: Govt for House at 850, delimitation on 2011 Census",True,True,94.13
India projected to grow at 6.5 per cent in FY27: IMF,Daily Excelsior,2026-04-14 22:59:29,India projected to grow at 6.5 per cent in FY27: IMF,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,India projected to grow at 6.5 per cent in FY27: IMF India projected to grow at 6.5 per cent in FY27: IMF,True,True,94.15
"Natural gas offers modest gains, big risks for Hawaiʻi energy costs: UHERO report",The University Of Hawaii System,2026-04-14 22:58:23,"Natural gas offers modest gains, big risks for Hawaiʻi energy costs: UHERO report",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Natural gas offers modest gains, big risks for Hawaiʻi energy costs: UHERO report Natural gas offers modest gains, big risks for Hawaiʻi energy costs: UHERO report",True,True,94.11
"Miscommunication led to workers’ agitation, says UP industrial development commissioner",Hindustan Times,2026-04-14 22:58:03,"Miscommunication led to workers’ agitation, says UP industrial development commissioner",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Miscommunication led to workers’ agitation, says UP industrial development commissioner Miscommunication led to workers’ agitation, says UP industrial development commissioner",True,True,93.97
Ginkgo Mortgage Investment Corporation: Ginkgo MIC Highlights Strong Liquidity Position in Mid-Year Market Update,Finanznachrichten.de,2026-04-14 23:02:00,Ginkgo Mortgage Investment Corporation: Ginkgo MIC Highlights Strong Liquidity Position in Mid-Year Market Update,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Ginkgo Mortgage Investment Corporation: Ginkgo MIC Highlights Strong Liquidity Position in Mid-Year Market Update Ginkgo Mortgage Investment Corporation: Ginkgo MIC Highlights Strong Liquidity Position in Mid-Year Market Update,True,True,92.02
Number crunching reveals how much you'd pay for an A4-sized slice of property in YOUR area,Mail Online,2026-04-14 23:01:49,Number crunching reveals how much you'd pay for an A4-sized slice of property in YOUR area,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Number crunching reveals how much you'd pay for an A4-sized slice of property in YOUR area Number crunching reveals how much you'd pay for an A4-sized slice of property in YOUR area,True,True,92.43
"Generation lonely! HALF of Gen Alpha plan to ditch marriage and children in favour of financial independence, survey reveals",Mail Online,2026-04-14 23:01:46,"Generation lonely! HALF of Gen Alpha plan to ditch marriage and children in favour of financial independence, survey reveals",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Generation lonely! HALF of Gen Alpha plan to ditch marriage and children in favour of financial independence, survey reveals Generation lonely! HALF of Gen Alpha plan to ditch marriage and children in favour of financial independence, survey reveals",True,True,94.45
Opposition calls P.E.I. government spending 'reckless' as record deficit balloons again,Cbc,2026-04-14 23:01:25,Opposition calls P.E.I. government spending 'reckless' as record deficit balloons again,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Opposition calls P.E.I. government spending 'reckless' as record deficit balloons again Opposition calls P.E.I. government spending 'reckless' as record deficit balloons again,True,True,94.01
"In India, $1 housekeepers spark a consumer, worker frenzy despite safety risks",Moneycontrol,2026-04-14 23:01:23,"In India, $1 housekeepers spark a consumer, worker frenzy despite safety risks",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"In India, $1 housekeepers spark a consumer, worker frenzy despite safety risks In India, $1 housekeepers spark a consumer, worker frenzy despite safety risks",True,True,93.96
Energy suppliers sitting on £3billion of YOUR cash - check if you can get refund,Mirror,2026-04-14 23:01:00,Energy suppliers sitting on £3billion of YOUR cash - check if you can get refund,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Energy suppliers sitting on £3billion of YOUR cash - check if you can get refund Energy suppliers sitting on £3billion of YOUR cash - check if you can get refund,True,True,94.03
Heavy industry could grow global output while using up to 45% less energy by 2050,Pr Newswire Apac,2026-04-14 23:01:00,Heavy industry could grow global output while using up to 45% less energy by 2050,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Heavy industry could grow global output while using up to 45% less energy by 2050 Heavy industry could grow global output while using up to 45% less energy by 2050,True,True,91.33
More than half of households in energy credit at end of winter – poll,Evening Standard,2026-04-14 23:01:00,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.08
31% of people ‘cutting back on essentials to ease financial pressures’,The Independent,2026-04-14 23:01:00,31% of people ‘cutting back on essentials to ease financial pressures’,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,31% of people ‘cutting back on essentials to ease financial pressures’ 31% of people ‘cutting back on essentials to ease financial pressures’,True,True,91.28
Almost a third of Brits cutting back on food and heating amid price rises and financial pressures,The Independent,2026-04-14 23:01:00,Almost a third of Brits cutting back on food and heating amid price rises and financial pressures,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Almost a third of Brits cutting back on food and heating amid price rises and financial pressures Almost a third of Brits cutting back on food and heating amid price rises and financial pressures,True,True,91.74
"Madbouly, Rosatom Chief Review Progress On El Dabaa Nuclear Project",Menafn,2026-04-14 23:03:36,"Madbouly, Rosatom Chief Review Progress On El Dabaa Nuclear Project",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,"Madbouly, Rosatom Chief Review Progress On El Dabaa Nuclear Project Madbouly, Rosatom Chief Review Progress On El Dabaa Nuclear Project",True,True,94.0
More than half of households in energy credit at end of winter – poll,St Helens Star,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.08
More than half of households in energy credit at end of winter – poll,Time Seres,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.08
More than half of households in energy credit at end of winter – poll,Reading Chronicle,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.08
More than half of households in energy credit at end of winter – poll,Watford News,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.05
More than half of households in energy credit at end of winter – poll,Somerset County Gazette,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.08
More than half of households in energy credit at end of winter – poll,Craven Herald,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.08
More than half of households in energy credit at end of winter – poll,The Worcester News,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.08
More than half of households in energy credit at end of winter – poll,Harrow Times,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.05
More than half of households in energy credit at end of winter – poll,Norwich Evening News,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.05
Energy Transitions Commission: Heavy industry could grow global output while using up to 45% less energy by 2050,Finanznachrichten.de,2026-04-14 23:06:00,Energy Transitions Commission: Heavy industry could grow global output while using up to 45% less energy by 2050,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Energy Transitions Commission: Heavy industry could grow global output while using up to 45% less energy by 2050 Energy Transitions Commission: Heavy industry could grow global output while using up to 45% less energy by 2050,True,True,91.16
More than half of households in energy credit at end of winter – poll,The Irish News,2026-04-14 23:05:30,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,More than half of households in energy credit at end of winter – poll More than half of households in energy credit at end of winter – poll,True,True,92.05
"Ecobank Delivers Strong Results, Posts $801m in Pre-Tax Profit for 2025",Nigerian Communicationweek,2026-04-14 23:05:07,"Ecobank Delivers Strong Results, Posts $801m in Pre-Tax Profit for 2025",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Ecobank Delivers Strong Results, Posts $801m in Pre-Tax Profit for 2025 Ecobank Delivers Strong Results, Posts $801m in Pre-Tax Profit for 2025",True,True,91.92
‘Delayed by a decade’: Workers on revisions,Hindustan Times,2026-04-14 23:04:03,‘Delayed by a decade’: Workers on revisions,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,‘Delayed by a decade’: Workers on revisions ‘Delayed by a decade’: Workers on revisions,True,True,94.07
Texas A&M professor embroiled in Plato censorship controversy leaving for job at SMU,The Eagle,2026-04-14 23:09:00,Texas A&M professor embroiled in Plato censorship controversy leaving for job at SMU,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Texas A&M professor embroiled in Plato censorship controversy leaving for job at SMU Texas A&M professor embroiled in Plato censorship controversy leaving for job at SMU,True,True,94.04
Electricity rates to increase in Franklin County borough due to supply and demand of AI,Headtopics,2026-04-14 23:06:59,Electricity rates to increase in Franklin County borough due to supply and demand of AI,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Electricity rates to increase in Franklin County borough due to supply and demand of AI Electricity rates to increase in Franklin County borough due to supply and demand of AI,True,True,89.94
