title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type
Crude Oil Nosedives After Iran Opens Up Strait Of Hormuz,Finanzen.ch,2026-04-17 18:37:48,Crude Oil Nosedives After Iran Opens Up Strait Of Hormuz,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Crude Oil Nosedives After Iran Opens Up Strait Of Hormuz,Finanzen,2026-04-17 18:37:48,Crude Oil Nosedives After Iran Opens Up Strait Of Hormuz,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Oil prices drop 9% and Wall Street rallies to a record after Iran reopens the Strait of Hormuz,Nbc Bay Area,2026-04-17 18:37:47,Oil prices drop 9% and Wall Street rallies to a record after Iran reopens the Strait of Hormuz,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Fed’s Waller says Middle East war may drive up inflation, complicate rate cuts",Yahoo! News,2026-04-17 18:36:11,"Fed’s Waller says Middle East war may drive up inflation, complicate rate cuts",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Florida Tributary’s Nate Monroe shares insight in the new developments in JEA investigation,Headtopics,2026-04-17 18:35:59,Florida Tributary’s Nate Monroe shares insight in the new developments in JEA investigation,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
America’s great affordability crisis: Where costs in the US have greatly outpaced incomes,New York Post,2026-04-17 18:35:21,America’s great affordability crisis: Where costs in the US have greatly outpaced incomes,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Crypto News: Pepeto Tops $9.13M as BTC Tests Resistance and LINK Holds,Techbullion,2026-04-17 19:50:27,Crypto News: Pepeto Tops $9.13M as BTC Tests Resistance and LINK Holds,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Ex-Bronco Star Blitzes Colorado Capitol For Alyssa's Act Crackdown,Hoodline,2026-04-17 19:48:13,Ex-Bronco Star Blitzes Colorado Capitol For Alyssa's Act Crackdown,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
You Decide: Is COVID to blame for high housing costs and taxes?,The Enterprise News,2026-04-17 19:48:05,You Decide: Is COVID to blame for high housing costs and taxes?,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
You Decide: Is COVID to blame for high housing costs and taxes?,The Wake Weekly,2026-04-17 19:48:05,You Decide: Is COVID to blame for high housing costs and taxes?,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Govt slashes diesel price by Rs32,The Frontier Post,2026-04-17 19:46:32,Govt slashes diesel price by Rs32,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Abe Safa Expands Market Presence Across Myrtle Beach Real Estate Market,Menafn,2026-04-17 19:45:52,Abe Safa Expands Market Presence Across Myrtle Beach Real Estate Market,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Why newcomers are choosing North Carolina,The Enterprise News,2026-04-17 19:45:36,Why newcomers are choosing North Carolina,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Why newcomers are choosing North Carolina,The Wake Weekly,2026-04-17 19:45:36,Why newcomers are choosing North Carolina,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Believe in Bristol awards $60,000 in facade improvement grants",Bristol Herald Courier,2026-04-17 19:45:00,"Believe in Bristol awards $60,000 in facade improvement grants",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
A vaccine standoff and other key moments from RFK Jr.’s first congressional hearing in months,The Sentinel,2026-04-17 19:42:49,A vaccine standoff and other key moments from RFK Jr.’s first congressional hearing in months,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Real Estate Boom: Cherry Hills Village Median Home Price Tops $3M as Luxury Listings Multiply,The Cherry Creek News,2026-04-17 19:57:59,Real Estate Boom: Cherry Hills Village Median Home Price Tops $3M as Luxury Listings Multiply,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Asset Advisors Investment Management Expands Stake in iShares iBonds Dec 2029 Treasury ETF,Fool,2026-04-17 19:56:37,Asset Advisors Investment Management Expands Stake in iShares iBonds Dec 2029 Treasury ETF,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
POL price rises as Polygon launches sPOL freeing up $330M DeFi capital,Invezz,2026-04-17 19:56:21,POL price rises as Polygon launches sPOL freeing up $330M DeFi capital,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Bitcoin Price: Bitcoin (BTC) Breaks $78,000 as Iran Opens the Strait of Hormuz",24/7 Wall St,2026-04-17 19:56:21,"Bitcoin Price: Bitcoin (BTC) Breaks $78,000 as Iran Opens the Strait of Hormuz",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Cape Cod, Massachusetts Sees Year-Round Residential Demand Driven by Smart Home Technology",Keycrew.co,2026-04-17 19:55:00,"Cape Cod, Massachusetts Sees Year-Round Residential Demand Driven by Smart Home Technology",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Banks weathered the storm of the Iran war. How did they do it and can they keep doing it?,Cnbc,2026-04-17 19:52:58,Banks weathered the storm of the Iran war. How did they do it and can they keep doing it?,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Hingham Savings Reports First Quarter 2026 Results,Benzinga,2026-04-17 20:01:00,Hingham Savings Reports First Quarter 2026 Results,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Adagene Presents Two Posters at AACR 2026 with New Data Highlighting Muzastotug’s Potential as a Backbone Combination Therapy for Multiple Tumor Types,Globenewswire_fr,2026-04-17 20:01:00,Adagene Presents Two Posters at AACR 2026 with New Data Highlighting Muzastotug’s Potential as a Backbone Combination Therapy for Multiple Tumor Types,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Cardiff Oncology Presents Preclinical Data on its PLK1 Inhibitor Onvansertib in Combination with a HER2-Targeted ADC at the 2026 AACR Annual Meeting,Globenewswire_fr,2026-04-17 20:01:00,Cardiff Oncology Presents Preclinical Data on its PLK1 Inhibitor Onvansertib in Combination with a HER2-Targeted ADC at the 2026 AACR Annual Meeting,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Hingham Savings Reports First Quarter 2026 Results,Globenewswire_fr,2026-04-17 20:01:00,Hingham Savings Reports First Quarter 2026 Results,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"What Newport, R.I. Home Buyers Get Wrong — And What Works",Keycrew.co,2026-04-17 20:00:47,"What Newport, R.I. Home Buyers Get Wrong — And What Works",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
"Currency Shifts in Cuba: Current Dollar, Euro, and MLC Rates",Cubaheadlines,2026-04-17 20:00:40,"Currency Shifts in Cuba: Current Dollar, Euro, and MLC Rates",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Federal Reserve’s Critical Warning: Waller Will Closely Monitor Jobs Data for Growing Signs of Economic Stress,Home - Bitcoinworld.co.in,2026-04-17 20:00:11,Federal Reserve’s Critical Warning: Waller Will Closely Monitor Jobs Data for Growing Signs of Economic Stress,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
"Ferrari Stalled on Its EV Goals, but It Still Delivers 38.8% Margins",Fool,2026-04-17 20:00:00,"Ferrari Stalled on Its EV Goals, but It Still Delivers 38.8% Margins",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"East Helena, Butte out of the running for $200M manufacturing plant, company says",Missoulian,2026-04-17 20:00:00,"East Helena, Butte out of the running for $200M manufacturing plant, company says",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Best Payment Apps for Freelancers and Remote Workers,Analytics And Insight,2026-04-17 20:00:00,Best Payment Apps for Freelancers and Remote Workers,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Lowest Rates in Over a Month Despite Small Move Today,Mortgagenewsdaily,2026-04-17 20:06:00,Lowest Rates in Over a Month Despite Small Move Today,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Fort Lauderdale’s Ultra-Luxury Market Surges as Mid-Tier Homes Stall: What’s Behind the Boom,Keycrew.co,2026-04-17 20:05:10,Fort Lauderdale’s Ultra-Luxury Market Surges as Mid-Tier Homes Stall: What’s Behind the Boom,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
"ROSEN, A LONGSTANDING LAW FIRM, Encourages Soleno Therapeutics, Inc. Investors To Secure Counsel Before Important Deadline In Securities Class Action - SLNO",Menafn,2026-04-17 20:04:52,"ROSEN, A LONGSTANDING LAW FIRM, Encourages Soleno Therapeutics, Inc. Investors To Secure Counsel Before Important Deadline In Securities Class Action - SLNO",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Kvue,2026-04-17 20:04:25,Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Khou,2026-04-17 20:04:25,Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Wmaz,2026-04-17 20:04:25,Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Oil prices fall sharply as Iran reopens the Strait of Hormuz,1news,2026-04-17 20:04:25,Oil prices fall sharply as Iran reopens the Strait of Hormuz,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,9news,2026-04-17 20:04:25,Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Alive,2026-04-17 20:04:25,Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,12news,2026-04-17 20:04:25,Oil prices fall sharply and Wall Street rallies toward a record as Iran reopens the Strait of Hormuz,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Retirement savings by state,Action News Jax,2026-04-17 20:08:32,Retirement savings by state,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Rachel Reeves blasted by pub landlord for hiking taxes and driving up costs: 'They're not listening!',Gb News,2026-04-17 20:08:25,Rachel Reeves blasted by pub landlord for hiking taxes and driving up costs: 'They're not listening!',Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
True North Social Expands Instagram Marketing Services to Help Brands Navigate Algorithm Changes and Content Evolution,Globenewswire_fr,2026-04-17 20:08:00,True North Social Expands Instagram Marketing Services to Help Brands Navigate Algorithm Changes and Content Evolution,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
AI Can Write Your Listing in Seconds – But It Can’t Tell You Why a Street Feels Off,Keycrew.co,2026-04-17 20:07:51,AI Can Write Your Listing in Seconds – But It Can’t Tell You Why a Street Feels Off,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Kuwait faces shortage of warehouses,Ary News,2026-04-17 20:07:26,Kuwait faces shortage of warehouses,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Canadian dollar hits one-month high as Iran says key waterway open,Mint,2026-04-17 20:06:48,Canadian dollar hits one-month high as Iran says key waterway open,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Adagene reports trial data for cancer drug muzastotug combos,Investing Philippines,2026-04-17 20:06:13,Adagene reports trial data for cancer drug muzastotug combos,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Milwaukee Drivers May Finally Catch A Break At The Pump As Prices Slide,Hoodline,2026-04-17 20:11:56,Milwaukee Drivers May Finally Catch A Break At The Pump As Prices Slide,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"The Strait Of Hormuz May Be Open, But It's Not Necessarily Smooth Sailing For The Economy",Investopedia,2026-04-17 20:11:02,"The Strait Of Hormuz May Be Open, But It's Not Necessarily Smooth Sailing For The Economy",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
FirstSun Capital Bancorp (NASDAQ:FSUN) & Associated Banc (NYSE:ASB) Critical Contrast,Daily Political,2026-04-17 20:10:44,FirstSun Capital Bancorp (NASDAQ:FSUN) & Associated Banc (NYSE:ASB) Critical Contrast,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
CBN moves to reform Nigeria’s money market with NOFR,The Sun Nigeria,2026-04-17 20:10:32,CBN moves to reform Nigeria’s money market with NOFR,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"UNITED BANCSHARES, INC. ANNOUNCES FIRST QUARTER 2026 RESULTS AND $0.25 DIVIDEND",Benzinga,2026-04-17 20:15:00,"UNITED BANCSHARES, INC. ANNOUNCES FIRST QUARTER 2026 RESULTS AND $0.25 DIVIDEND",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Commissioners approve one- and six-year road plans,Lexington Clipper-herald,2026-04-17 20:15:00,Commissioners approve one- and six-year road plans,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Permianville Royalty Trust Announces Monthly Cash Distribution,Benzinga,2026-04-17 20:15:00,Permianville Royalty Trust Announces Monthly Cash Distribution,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"UNITED BANCSHARES, INC. ANNOUNCES FIRST QUARTER 2026 RESULTS AND $0.25 DIVIDEND",Pr Newswire,2026-04-17 20:15:00,"UNITED BANCSHARES, INC. ANNOUNCES FIRST QUARTER 2026 RESULTS AND $0.25 DIVIDEND",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Permianville Royalty Trust Announces Monthly Cash Distribution,Norfolk Daily News,2026-04-17 20:15:00,Permianville Royalty Trust Announces Monthly Cash Distribution,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Low yield, raw material diversion lead to dip in UP’s sugar production",The Times Of India,2026-04-17 20:14:49,"Low yield, raw material diversion lead to dip in UP’s sugar production",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
"Zimbabwe’s Economic Growth Paradox: Strong Headline Numbers, Fragile Foundations",The Zimbabwe Mail,2026-04-17 20:14:44,"Zimbabwe’s Economic Growth Paradox: Strong Headline Numbers, Fragile Foundations",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
SCHO: Still A Bit Wary Of Duration,Seeking Alpha,2026-04-17 20:14:29,SCHO: Still A Bit Wary Of Duration,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Dow Rises 868 Points Amid Gulf Ceasefire: Stock Market Today,Kiplinger,2026-04-17 20:14:25,Dow Rises 868 Points Amid Gulf Ceasefire: Stock Market Today,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
